Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity Sold,Cost Price,Sales,Profit,Payment Mode,Delivery Status,Shipment Mode,Discount,Return Status,Auto Reorder,Reorder Quantity
ORD1250,14-03-2024,24-02-2024,CUST695,Emma Smith,Home Office,PROD7328,Pen Set,Office Supplies,North,Tamil Nadu,Delhi,39,7689.95,13203.3,5513.35,UPI,Delivered,Second Class,7,Returned,Yes,23
ORD1251,26-08-2024,17-01-2025,CUST669,Stephen Brown,Corporate,PROD8344,Laptop,Office Supplies,North,Maharashtra,Lucknow,14,19291.24,23061.22,3769.98,Net Banking,Cancelled,Second Class,9,Returned,No,34
ORD1252,20-05-2024,21-01-2024,CUST942,Emma Johnson,Consumer,PROD9269,Pen Set,Office Supplies,West,UP,Chennai,27,8695.04,9665.69,970.65,Debit Card,Pending,Same Day,13,No Return,No,26
ORD1253,19-04-2024,20-11-2024,CUST814,David Brown,Home Office,PROD1079,Laptop,Technology,South,UP,Bangalore,12,1164.29,1351.18,186.89,UPI,Delivered,Second Class,3,No Return,Yes,47
ORD1254,11-06-2025,03-08-2024,CUST319,Monica Green,Home Office,PROD1196,Laptop,Furniture,South,Punjab,Chennai,10,14219.65,22940.14,8720.49,Credit Card,Delivered,Standard Class,20,Returned,Yes,5
ORD1255,13-08-2025,12-02-2025,CUST725,Sophia Lee,Corporate,PROD8485,Bookshelf,Furniture,North,Karnataka,Amritsar,22,669.48,883.68,214.2,Debit Card,Delivered,First Class,23,Returned,No,12
ORD1256,21-05-2025,22-04-2024,CUST923,Stephen Dunn,Consumer,PROD5302,Laptop,Office Supplies,East,UP,Amritsar,6,9113.49,14850.63,5737.14,Credit Card,Cancelled,First Class,2,Returned,No,14
ORD1257,16-12-2025,27-02-2025,CUST711,Emma Brown,Corporate,PROD4732,Bookshelf,Technology,West,Tamil Nadu,Chennai,24,4349.62,7675.83,3326.21,Cash,Cancelled,Same Day,27,Returned,Yes,39
ORD1258,23-12-2025,20-02-2025,CUST358,Chris Smith,Consumer,PROD2461,Printer,Technology,West,Delhi,Amritsar,28,1255.25,2128.13,872.88,Net Banking,Delivered,Same Day,22,Returned,No,33
ORD1259,27-01-2024,28-10-2025,CUST644,Sophia Brown,Consumer,PROD7782,Printer,Office Supplies,North,Tamil Nadu,Chennai,32,822.12,1013.94,191.82,Credit Card,Delivered,First Class,13,No Return,Yes,25
ORD1260,19-09-2024,24-02-2025,CUST162,Emma Dunn,Consumer,PROD7915,Calculator,Technology,South,UP,Delhi,23,6597.02,9022.22,2425.2,UPI,Pending,Second Class,29,No Return,No,6
ORD1261,04-10-2025,11-08-2025,CUST705,Stephen Green,Consumer,PROD9025,Calculator,Furniture,North,Delhi,Mumbai,5,7077.15,11312.74,4235.59,UPI,Pending,Second Class,29,Returned,Yes,9
ORD1262,19-03-2024,19-12-2024,CUST426,Amy Johnson,Home Office,PROD6633,Desk,Technology,South,Tamil Nadu,Chennai,15,16271.28,27422.29,11151.01,Cash,Cancelled,Second Class,28,No Return,Yes,41
ORD1263,29-10-2024,16-07-2024,CUST304,Chris Dunn,Corporate,PROD6147,Desk,Technology,South,Maharashtra,Amritsar,37,16914.4,21055.84,4141.44,Net Banking,Delivered,Same Day,9,Returned,Yes,31
ORD1264,16-11-2025,16-02-2025,CUST665,John Dunn,Consumer,PROD7163,Laptop,Office Supplies,North,Karnataka,Mumbai,36,16483.37,23454.8,6971.43,Net Banking,Cancelled,Same Day,3,Returned,No,49
ORD1265,04-10-2024,13-06-2025,CUST915,Stephen Dunn,Consumer,PROD6185,Chair,Office Supplies,South,Karnataka,Mumbai,42,3536.81,4071.13,534.32,Cash,Pending,Same Day,18,Returned,Yes,45
ORD1266,14-10-2024,23-08-2025,CUST582,Emma Brown,Corporate,PROD4762,Printer,Office Supplies,West,Maharashtra,Amritsar,49,13771.85,18712.74,4940.89,Cash,Delivered,Standard Class,23,No Return,Yes,2
ORD1267,28-05-2024,24-05-2025,CUST557,Amy Green,Consumer,PROD1152,Calculator,Furniture,South,Tamil Nadu,Lucknow,38,19960.59,31334.2,11373.61,Cash,Cancelled,Second Class,4,No Return,No,28
ORD1268,03-08-2024,02-01-2024,CUST596,Amy Green,Corporate,PROD6110,Desk,Technology,North,UP,Delhi,29,15311.27,21241.59,5930.32,Net Banking,Pending,First Class,22,No Return,Yes,8
ORD1269,14-02-2025,21-08-2025,CUST553,Stephen Brown,Consumer,PROD2599,Chair,Technology,West,Karnataka,Amritsar,41,4065.31,6349.43,2284.12,Debit Card,Cancelled,Same Day,22,No Return,Yes,40
ORD1270,05-06-2024,27-02-2025,CUST489,John Brown,Consumer,PROD8538,Pen Set,Technology,South,Punjab,Amritsar,39,19941.12,22582.56,2641.44,Cash,Cancelled,Same Day,4,Returned,Yes,36
ORD1271,17-09-2024,16-04-2025,CUST894,Chris Green,Corporate,PROD2998,Pen Set,Office Supplies,North,Maharashtra,Amritsar,14,5681.19,6604.04,922.85,Net Banking,Delivered,Same Day,26,Returned,Yes,29
ORD1272,11-04-2025,01-08-2024,CUST868,Chris Smith,Home Office,PROD7080,Calculator,Furniture,North,UP,Delhi,15,816.48,1257.45,440.97,Net Banking,Cancelled,Second Class,1,No Return,Yes,26
ORD1273,15-08-2025,24-10-2024,CUST570,Sophia Johnson,Corporate,PROD6909,Calculator,Office Supplies,South,Tamil Nadu,Lucknow,15,18816.89,33692.16,14875.27,Net Banking,Pending,Standard Class,10,No Return,Yes,13
ORD1274,23-01-2025,01-09-2025,CUST224,Monica Smith,Consumer,PROD2379,Printer,Office Supplies,East,Tamil Nadu,Amritsar,22,2448.22,4192.79,1744.57,Debit Card,Pending,First Class,9,No Return,No,27
ORD1275,13-09-2024,02-12-2024,CUST325,John Green,Consumer,PROD9854,Laptop,Office Supplies,North,Tamil Nadu,Delhi,20,17010.9,20920.94,3910.04,Debit Card,Delivered,Standard Class,9,Returned,No,45
ORD1276,30-06-2024,20-01-2024,CUST546,John Brown,Consumer,PROD9126,Calculator,Furniture,East,UP,Mumbai,34,19926.54,35512.25,15585.71,Debit Card,Delivered,First Class,16,Returned,No,44
ORD1277,03-08-2024,09-06-2024,CUST816,Sophia Johnson,Consumer,PROD8496,Chair,Furniture,South,Karnataka,Delhi,41,163.5,193.82,30.32,Debit Card,Cancelled,Second Class,4,Returned,Yes,40
ORD1278,17-06-2025,15-08-2025,CUST784,David Brown,Home Office,PROD6572,Chair,Technology,North,Karnataka,Lucknow,34,18043.35,22820.87,4777.52,Credit Card,Delivered,Same Day,16,No Return,No,17
ORD1279,05-09-2024,03-12-2025,CUST498,John Lee,Home Office,PROD6742,Bookshelf,Furniture,North,Delhi,Lucknow,12,6921.9,11305.43,4383.53,Debit Card,Pending,Second Class,24,Returned,No,45
ORD1280,12-05-2024,06-08-2024,CUST257,Emma Green,Consumer,PROD6314,Bookshelf,Office Supplies,North,Tamil Nadu,Bangalore,2,1997.28,3353.91,1356.63,Net Banking,Pending,First Class,3,Returned,Yes,46
ORD1281,31-07-2025,25-11-2025,CUST789,Chris Johnson,Corporate,PROD7718,Desk,Furniture,North,Maharashtra,Lucknow,36,5119.98,8025.71,2905.73,Cash,Pending,First Class,28,No Return,Yes,23
ORD1282,08-04-2024,17-07-2024,CUST143,Monica Brown,Consumer,PROD4276,Pen Set,Furniture,South,Punjab,Delhi,42,18257.3,26355.61,8098.31,Cash,Pending,Second Class,10,No Return,No,26
ORD1283,30-06-2025,15-11-2025,CUST738,David Brown,Home Office,PROD1253,Calculator,Technology,East,Punjab,Amritsar,4,12055.75,19780.92,7725.17,Cash,Pending,Same Day,12,Returned,Yes,40
ORD1284,30-03-2025,01-10-2025,CUST236,Monica Smith,Consumer,PROD8509,Bookshelf,Technology,North,UP,Chennai,4,10988.81,15473.18,4484.37,Credit Card,Cancelled,Same Day,26,Returned,Yes,18
ORD1285,23-02-2024,05-04-2024,CUST515,Emma Dunn,Consumer,PROD1231,Desk,Technology,West,Punjab,Bangalore,13,2337.05,3974.39,1637.34,Debit Card,Pending,Standard Class,13,Returned,Yes,33
ORD1286,05-05-2024,04-06-2025,CUST157,Chris Johnson,Home Office,PROD7868,Desk,Technology,North,UP,Mumbai,9,5386.31,9581.2,4194.89,Credit Card,Delivered,Standard Class,12,Returned,No,34
ORD1287,18-10-2024,21-08-2024,CUST816,Stephen Green,Corporate,PROD4762,Printer,Office Supplies,West,Delhi,Mumbai,10,14091.88,20084.39,5992.51,Net Banking,Pending,First Class,3,No Return,Yes,31
ORD1288,04-06-2024,20-11-2025,CUST221,Monica Brown,Corporate,PROD9651,Bookshelf,Technology,East,Maharashtra,Bangalore,21,2219.03,2849.43,630.4,UPI,Pending,First Class,19,No Return,No,13
ORD1289,12-12-2024,15-01-2025,CUST729,Amy Lee,Consumer,PROD4170,Desk,Office Supplies,East,UP,Bangalore,21,4923.08,6034.19,1111.11,UPI,Delivered,Standard Class,13,No Return,No,23
ORD1290,02-03-2024,14-09-2024,CUST700,Sophia Johnson,Home Office,PROD8925,Laptop,Furniture,South,Karnataka,Chennai,19,14908.69,23307.14,8398.45,Debit Card,Delivered,Standard Class,29,No Return,No,22
ORD1291,29-06-2024,01-01-2025,CUST740,Emma Lee,Consumer,PROD6690,Desk,Furniture,South,Karnataka,Delhi,18,10656.78,18589.49,7932.71,Cash,Cancelled,First Class,4,No Return,No,45
ORD1292,13-09-2024,20-09-2025,CUST149,Chris Dunn,Consumer,PROD3237,Chair,Furniture,South,Punjab,Mumbai,36,231.19,406.27,175.08,UPI,Pending,First Class,28,No Return,Yes,47
ORD1293,03-05-2024,09-03-2025,CUST676,Amy Brown,Consumer,PROD9145,Desk,Office Supplies,West,Karnataka,Bangalore,29,15049.77,26132.59,11082.82,Cash,Pending,Same Day,25,No Return,Yes,2
ORD1294,19-02-2024,02-10-2025,CUST541,John Dunn,Corporate,PROD4107,Laptop,Office Supplies,South,Karnataka,Bangalore,11,14943.62,22680.2,7736.58,Net Banking,Cancelled,Second Class,21,Returned,Yes,17
ORD1295,18-11-2025,19-03-2025,CUST938,Stephen Lee,Corporate,PROD5900,Pen Set,Office Supplies,South,Karnataka,Bangalore,3,16787.0,20435.49,3648.49,UPI,Delivered,First Class,18,No Return,Yes,26
ORD1296,18-04-2025,13-09-2024,CUST290,David Lee,Home Office,PROD6243,Bookshelf,Furniture,North,UP,Amritsar,27,7899.94,10045.51,2145.57,Debit Card,Cancelled,Standard Class,10,Returned,No,32
ORD1297,12-10-2024,06-05-2025,CUST379,Emma Lee,Home Office,PROD1112,Chair,Technology,North,Punjab,Lucknow,31,3176.77,5420.82,2244.05,Net Banking,Cancelled,Standard Class,2,Returned,Yes,10
ORD1298,18-09-2025,22-02-2024,CUST234,Emma Smith,Corporate,PROD3320,Printer,Furniture,East,Maharashtra,Chennai,49,18304.51,20954.58,2650.07,Net Banking,Cancelled,Standard Class,11,No Return,No,1
ORD1299,07-05-2024,03-05-2025,CUST420,Monica Brown,Consumer,PROD3523,Pen Set,Technology,North,Punjab,Lucknow,38,18129.44,28453.37,10323.93,Net Banking,Delivered,Standard Class,16,No Return,Yes,38
ORD1300,12-08-2025,30-01-2024,CUST247,Stephen Dunn,Home Office,PROD7939,Bookshelf,Furniture,West,Maharashtra,Chennai,21,17508.1,21584.82,4076.72,Debit Card,Cancelled,Standard Class,0,No Return,No,13
ORD1301,21-01-2025,07-02-2025,CUST986,Chris Johnson,Corporate,PROD7164,Laptop,Furniture,South,Karnataka,Delhi,27,2978.19,4371.9,1393.71,Debit Card,Pending,Second Class,26,Returned,No,38
ORD1302,26-02-2024,23-05-2025,CUST662,David Smith,Home Office,PROD9475,Laptop,Furniture,North,Punjab,Delhi,33,177.32,230.15,52.83,Credit Card,Cancelled,Standard Class,8,Returned,No,12
ORD1303,11-04-2025,28-07-2025,CUST831,John Brown,Corporate,PROD6145,Desk,Office Supplies,South,Delhi,Amritsar,34,9688.14,12095.41,2407.27,Credit Card,Pending,First Class,7,No Return,Yes,16
ORD1304,28-02-2024,19-02-2024,CUST868,Monica Lee,Corporate,PROD5439,Printer,Furniture,East,Karnataka,Chennai,8,19714.83,29484.55,9769.72,Debit Card,Cancelled,Standard Class,0,Returned,Yes,34
ORD1305,18-06-2025,30-04-2025,CUST531,Amy Dunn,Home Office,PROD4943,Chair,Furniture,West,Maharashtra,Mumbai,12,4353.63,4938.34,584.71,Debit Card,Cancelled,Standard Class,20,No Return,Yes,45
ORD1306,22-10-2024,05-04-2024,CUST714,Chris Johnson,Corporate,PROD7883,Printer,Office Supplies,South,Delhi,Chennai,46,10171.69,12427.29,2255.6,Credit Card,Cancelled,Second Class,22,No Return,Yes,5
ORD1307,15-12-2024,15-07-2025,CUST400,Stephen Dunn,Corporate,PROD1975,Pen Set,Office Supplies,South,Karnataka,Amritsar,24,3392.68,4755.57,1362.89,Credit Card,Delivered,Standard Class,25,Returned,No,11
ORD1308,23-11-2025,01-03-2025,CUST252,Chris Dunn,Home Office,PROD9590,Calculator,Furniture,West,Tamil Nadu,Mumbai,42,12450.68,17435.35,4984.67,Cash,Pending,Same Day,5,Returned,No,47
ORD1309,28-01-2024,27-09-2024,CUST970,Chris Smith,Home Office,PROD5446,Pen Set,Technology,South,Karnataka,Lucknow,24,15081.89,18422.71,3340.82,Cash,Pending,Standard Class,26,Returned,No,1
ORD1310,14-09-2025,24-03-2025,CUST709,Emma Johnson,Home Office,PROD3892,Pen Set,Technology,East,Punjab,Lucknow,20,7470.22,10417.46,2947.24,Net Banking,Pending,Standard Class,21,Returned,No,20
ORD1311,10-12-2024,18-03-2024,CUST752,Sophia Dunn,Home Office,PROD4754,Bookshelf,Technology,West,Tamil Nadu,Bangalore,25,3719.84,5026.51,1306.67,Cash,Delivered,Second Class,15,No Return,Yes,23
ORD1312,27-09-2025,08-10-2024,CUST280,John Smith,Consumer,PROD7793,Calculator,Technology,South,Punjab,Chennai,34,4277.58,7267.13,2989.55,Credit Card,Pending,Second Class,28,No Return,Yes,15
ORD1313,21-02-2024,18-02-2024,CUST193,Stephen Lee,Consumer,PROD7802,Desk,Furniture,West,UP,Bangalore,9,15265.15,25209.71,9944.56,UPI,Cancelled,Second Class,27,Returned,No,7
ORD1314,16-05-2025,11-12-2024,CUST560,John Smith,Home Office,PROD6594,Pen Set,Furniture,West,Tamil Nadu,Chennai,43,10259.77,12048.12,1788.35,Cash,Cancelled,First Class,0,Returned,Yes,28
ORD1315,22-01-2024,01-05-2025,CUST310,Monica Green,Consumer,PROD1329,Bookshelf,Office Supplies,South,Punjab,Amritsar,2,13295.03,17833.47,4538.44,Cash,Cancelled,Standard Class,24,No Return,No,10
ORD1316,07-09-2025,23-06-2024,CUST607,Emma Lee,Home Office,PROD6365,Desk,Furniture,South,Punjab,Mumbai,5,19666.25,26705.15,7038.9,UPI,Delivered,Same Day,5,No Return,Yes,17
ORD1317,08-12-2025,04-05-2025,CUST169,Amy Dunn,Home Office,PROD2641,Pen Set,Furniture,North,Delhi,Amritsar,34,8745.43,11080.36,2334.93,UPI,Cancelled,Standard Class,26,No Return,Yes,23
ORD1318,16-12-2025,24-06-2024,CUST201,Monica Brown,Consumer,PROD1396,Pen Set,Office Supplies,West,Karnataka,Chennai,4,19929.88,32966.61,13036.73,Debit Card,Cancelled,Standard Class,28,Returned,No,8
ORD1319,16-06-2024,22-04-2024,CUST619,Stephen Dunn,Home Office,PROD9750,Pen Set,Technology,North,Tamil Nadu,Chennai,17,18098.03,22775.48,4677.45,Cash,Pending,Same Day,19,No Return,No,43
ORD1320,15-09-2025,23-02-2025,CUST835,John Brown,Consumer,PROD1657,Calculator,Furniture,North,Karnataka,Mumbai,11,5932.56,8982.16,3049.6,Net Banking,Delivered,Second Class,1,Returned,No,37
ORD1321,03-08-2024,25-07-2025,CUST987,David Johnson,Consumer,PROD2693,Bookshelf,Office Supplies,East,Maharashtra,Lucknow,47,4030.25,6216.1,2185.85,Credit Card,Pending,Second Class,16,No Return,Yes,35
ORD1322,23-10-2024,06-03-2025,CUST947,Amy Johnson,Home Office,PROD2939,Laptop,Office Supplies,North,Karnataka,Delhi,30,737.16,851.34,114.18,Credit Card,Pending,Standard Class,4,No Return,Yes,30
ORD1323,05-07-2025,02-01-2024,CUST944,Emma Dunn,Corporate,PROD5624,Printer,Furniture,South,Maharashtra,Lucknow,43,980.14,1411.82,431.68,Net Banking,Delivered,Same Day,12,Returned,Yes,23
ORD1324,24-04-2024,07-06-2025,CUST456,Chris Dunn,Consumer,PROD8347,Bookshelf,Office Supplies,East,Punjab,Mumbai,9,6590.3,10891.73,4301.43,Debit Card,Pending,Standard Class,21,Returned,Yes,27
ORD1325,03-04-2025,31-05-2025,CUST510,Monica Lee,Corporate,PROD8387,Chair,Office Supplies,West,Tamil Nadu,Mumbai,38,8113.24,12376.6,4263.36,Credit Card,Pending,First Class,20,No Return,Yes,27
ORD1326,11-07-2025,30-10-2025,CUST216,Amy Lee,Home Office,PROD7826,Bookshelf,Office Supplies,North,UP,Mumbai,26,608.12,1051.47,443.35,Cash,Delivered,Same Day,7,No Return,No,17
ORD1327,22-07-2024,13-11-2024,CUST615,David Dunn,Home Office,PROD7768,Desk,Office Supplies,East,Delhi,Lucknow,41,19361.04,26577.86,7216.82,UPI,Pending,Same Day,16,Returned,Yes,21
ORD1328,07-08-2025,08-08-2025,CUST421,Monica Johnson,Home Office,PROD8349,Calculator,Furniture,West,UP,Delhi,43,17080.24,27081.99,10001.75,Credit Card,Cancelled,Same Day,21,No Return,Yes,9
ORD1329,22-10-2024,22-09-2024,CUST950,Chris Brown,Home Office,PROD1989,Pen Set,Furniture,South,Delhi,Lucknow,2,17000.83,25771.08,8770.25,Net Banking,Delivered,Same Day,18,No Return,Yes,21
ORD1330,04-05-2025,18-06-2024,CUST277,Sophia Dunn,Corporate,PROD4054,Pen Set,Office Supplies,North,Tamil Nadu,Chennai,22,9400.49,16876.58,7476.09,Net Banking,Pending,Standard Class,26,Returned,Yes,5
ORD1331,12-11-2025,20-05-2025,CUST476,Monica Johnson,Consumer,PROD5841,Laptop,Furniture,West,Tamil Nadu,Chennai,46,13375.82,17793.79,4417.97,Net Banking,Pending,Second Class,27,Returned,No,49
ORD1332,30-12-2025,19-03-2024,CUST815,David Dunn,Corporate,PROD8270,Printer,Furniture,South,Karnataka,Chennai,7,9187.39,11879.76,2692.37,Credit Card,Pending,First Class,23,Returned,No,47
ORD1333,15-12-2024,07-08-2024,CUST575,Stephen Smith,Consumer,PROD3644,Laptop,Furniture,South,Punjab,Chennai,5,3646.75,4834.13,1187.38,Credit Card,Delivered,Same Day,2,Returned,No,36
ORD1334,05-02-2025,27-12-2025,CUST639,David Green,Corporate,PROD2080,Desk,Technology,North,Karnataka,Chennai,20,964.4,1731.36,766.96,Net Banking,Cancelled,Second Class,4,No Return,No,24
ORD1335,03-03-2025,27-02-2025,CUST132,David Brown,Home Office,PROD4124,Laptop,Furniture,East,Karnataka,Chennai,45,3533.02,4219.03,686.01,Net Banking,Delivered,Same Day,26,Returned,Yes,21
ORD1336,26-01-2024,06-10-2025,CUST128,Stephen Johnson,Corporate,PROD1993,Desk,Technology,North,Karnataka,Bangalore,26,17161.43,24432.78,7271.35,Debit Card,Cancelled,Standard Class,2,No Return,No,24
ORD1337,19-12-2024,29-08-2025,CUST221,David Smith,Corporate,PROD9562,Bookshelf,Furniture,North,UP,Amritsar,4,3393.54,5442.7,2049.16,Net Banking,Pending,Standard Class,16,Returned,Yes,12
ORD1338,19-01-2024,17-07-2024,CUST978,Chris Johnson,Corporate,PROD7095,Chair,Office Supplies,South,Maharashtra,Delhi,29,17577.99,28002.72,10424.73,Net Banking,Delivered,First Class,10,Returned,Yes,32
ORD1339,24-04-2025,08-03-2024,CUST934,Emma Green,Corporate,PROD2318,Calculator,Technology,West,Delhi,Lucknow,31,13901.86,23395.2,9493.34,UPI,Delivered,First Class,14,No Return,Yes,38
ORD1340,22-11-2025,19-12-2024,CUST153,Monica Lee,Home Office,PROD9927,Bookshelf,Furniture,East,Punjab,Delhi,38,18099.9,29417.13,11317.23,UPI,Delivered,Second Class,15,No Return,Yes,45
ORD1341,19-08-2025,09-11-2024,CUST268,Amy Dunn,Consumer,PROD2450,Printer,Technology,South,UP,Bangalore,49,8346.21,14251.35,5905.14,Cash,Delivered,Same Day,23,Returned,No,34
ORD1342,09-02-2025,30-03-2025,CUST552,John Green,Corporate,PROD3013,Desk,Technology,North,Delhi,Amritsar,31,15771.01,26743.88,10972.87,Credit Card,Pending,Standard Class,0,Returned,No,16
ORD1343,24-01-2024,12-08-2024,CUST990,Amy Johnson,Home Office,PROD6099,Printer,Office Supplies,South,Delhi,Lucknow,25,15017.65,17426.42,2408.77,Credit Card,Pending,Same Day,14,Returned,Yes,30
ORD1344,26-09-2024,11-01-2024,CUST779,David Dunn,Corporate,PROD7196,Printer,Furniture,East,Tamil Nadu,Bangalore,46,9034.64,15016.9,5982.26,UPI,Delivered,Standard Class,20,Returned,Yes,10
ORD1345,22-10-2025,01-10-2024,CUST829,Emma Lee,Corporate,PROD8350,Bookshelf,Furniture,West,Tamil Nadu,Amritsar,48,14930.39,26635.3,11704.91,UPI,Delivered,First Class,5,No Return,Yes,35
ORD1346,22-11-2025,22-06-2024,CUST523,Sophia Lee,Home Office,PROD2975,Calculator,Furniture,West,UP,Amritsar,38,19409.98,26053.23,6643.25,Net Banking,Pending,Standard Class,21,Returned,Yes,42
ORD1347,11-05-2024,22-11-2024,CUST198,Amy Brown,Home Office,PROD9601,Laptop,Furniture,North,UP,Mumbai,31,13013.05,22668.83,9655.78,Net Banking,Delivered,First Class,17,Returned,No,39
ORD1348,08-07-2025,14-12-2024,CUST467,Emma Dunn,Home Office,PROD3575,Calculator,Furniture,East,Delhi,Delhi,26,2953.48,5015.3,2061.82,Credit Card,Cancelled,Standard Class,7,Returned,Yes,48
ORD1349,08-06-2025,06-04-2025,CUST723,Monica Brown,Home Office,PROD4151,Chair,Office Supplies,West,UP,Amritsar,12,16946.49,29760.63,12814.14,Net Banking,Pending,Standard Class,0,No Return,No,13
ORD1350,15-06-2025,11-03-2025,CUST899,Monica Johnson,Home Office,PROD8247,Printer,Office Supplies,North,Maharashtra,Lucknow,8,3568.04,4621.33,1053.29,UPI,Pending,Standard Class,13,Returned,Yes,21
ORD1351,26-12-2024,31-07-2025,CUST796,Sophia Brown,Home Office,PROD6208,Laptop,Office Supplies,North,Punjab,Mumbai,9,6556.4,9938.58,3382.18,Credit Card,Delivered,Standard Class,21,Returned,Yes,18
ORD1352,10-04-2024,10-12-2025,CUST685,Amy Dunn,Home Office,PROD1594,Printer,Technology,South,Punjab,Mumbai,31,6373.13,9707.06,3333.93,Credit Card,Pending,Same Day,10,Returned,No,38
ORD1353,20-02-2025,05-04-2024,CUST257,David Green,Consumer,PROD5622,Calculator,Office Supplies,East,Delhi,Chennai,17,15011.78,26763.41,11751.63,UPI,Pending,First Class,22,Returned,Yes,41
ORD1354,23-11-2025,12-01-2025,CUST204,John Green,Home Office,PROD5532,Bookshelf,Office Supplies,West,Punjab,Chennai,9,476.84,793.3,316.46,Net Banking,Cancelled,First Class,14,Returned,Yes,33
ORD1355,03-10-2025,02-01-2025,CUST727,Amy Green,Home Office,PROD6073,Calculator,Office Supplies,North,Maharashtra,Chennai,4,7719.3,8931.54,1212.24,Net Banking,Cancelled,Standard Class,3,No Return,No,19
ORD1356,01-11-2025,27-11-2024,CUST431,Emma Green,Corporate,PROD8859,Calculator,Office Supplies,South,Delhi,Amritsar,14,12601.84,18290.7,5688.86,Debit Card,Cancelled,Second Class,10,No Return,No,39
ORD1357,18-11-2024,09-09-2025,CUST386,John Johnson,Home Office,PROD5139,Laptop,Technology,South,Karnataka,Amritsar,37,9620.39,14936.53,5316.14,UPI,Cancelled,Same Day,29,Returned,No,42
ORD1358,02-10-2024,22-04-2025,CUST513,Amy Dunn,Consumer,PROD4306,Desk,Office Supplies,North,Punjab,Lucknow,42,14295.66,16966.19,2670.53,Cash,Cancelled,Standard Class,19,No Return,Yes,48
ORD1359,17-09-2025,05-05-2024,CUST332,Stephen Brown,Consumer,PROD8352,Calculator,Office Supplies,South,Tamil Nadu,Delhi,34,16002.81,24508.24,8505.43,Debit Card,Cancelled,First Class,13,Returned,No,10
ORD1360,04-12-2025,16-10-2024,CUST871,Amy Smith,Home Office,PROD5557,Chair,Furniture,South,Punjab,Lucknow,4,14436.97,17934.69,3497.72,Net Banking,Pending,Standard Class,25,No Return,No,24
ORD1361,21-11-2025,20-06-2024,CUST863,Stephen Johnson,Consumer,PROD3890,Chair,Technology,South,Maharashtra,Mumbai,29,9928.72,14046.17,4117.45,Credit Card,Delivered,Second Class,11,No Return,No,47
ORD1362,22-09-2025,03-04-2024,CUST733,Chris Lee,Home Office,PROD2968,Chair,Office Supplies,West,Karnataka,Amritsar,2,7037.04,8222.62,1185.58,Credit Card,Cancelled,Standard Class,20,Returned,No,30
ORD1363,05-02-2025,11-10-2025,CUST291,Monica Green,Consumer,PROD9024,Chair,Office Supplies,West,Delhi,Mumbai,11,13062.3,22597.24,9534.94,Credit Card,Delivered,Second Class,6,No Return,Yes,11
ORD1364,07-02-2025,01-09-2025,CUST813,Chris Brown,Home Office,PROD5035,Laptop,Office Supplies,North,Punjab,Amritsar,44,10988.66,13758.27,2769.61,Cash,Delivered,Same Day,5,Returned,No,45
ORD1365,15-08-2024,21-04-2025,CUST224,John Brown,Consumer,PROD3456,Printer,Office Supplies,East,Punjab,Delhi,15,19525.09,27072.24,7547.15,Net Banking,Delivered,Same Day,5,No Return,No,5
ORD1366,16-01-2024,05-12-2025,CUST252,Sophia Brown,Consumer,PROD8700,Desk,Furniture,East,Delhi,Amritsar,42,11569.88,16280.2,4710.32,Credit Card,Delivered,Second Class,17,Returned,Yes,17
ORD1367,24-04-2024,30-09-2024,CUST873,Sophia Brown,Corporate,PROD5707,Chair,Technology,West,Delhi,Lucknow,28,9733.52,12927.41,3193.89,Debit Card,Cancelled,Second Class,20,No Return,No,16
ORD1368,22-04-2025,25-04-2025,CUST540,John Dunn,Corporate,PROD3121,Pen Set,Office Supplies,South,Tamil Nadu,Delhi,1,12622.73,21000.69,8377.96,Credit Card,Cancelled,Same Day,26,Returned,No,9
ORD1369,25-01-2025,02-12-2024,CUST567,Amy Green,Corporate,PROD6742,Chair,Furniture,West,Punjab,Chennai,41,2286.69,2927.6,640.91,Debit Card,Cancelled,First Class,4,No Return,Yes,27
ORD1370,09-01-2024,17-07-2025,CUST621,Sophia Green,Corporate,PROD4190,Bookshelf,Office Supplies,North,Punjab,Lucknow,29,15677.71,23279.71,7602.0,Net Banking,Delivered,Standard Class,0,Returned,Yes,49
ORD1371,27-11-2024,23-01-2025,CUST308,Emma Johnson,Corporate,PROD5210,Laptop,Technology,South,Delhi,Bangalore,12,11588.78,18939.37,7350.59,Cash,Cancelled,Same Day,2,No Return,No,26
ORD1372,13-04-2024,14-02-2025,CUST382,Sophia Dunn,Home Office,PROD5597,Chair,Office Supplies,South,Punjab,Chennai,11,2559.34,3884.4,1325.06,Cash,Delivered,First Class,5,No Return,Yes,48
ORD1373,18-10-2025,17-02-2025,CUST131,David Johnson,Home Office,PROD9957,Laptop,Office Supplies,East,Punjab,Bangalore,24,16288.82,24701.44,8412.62,Net Banking,Cancelled,Same Day,7,No Return,No,35
ORD1374,14-02-2024,13-09-2025,CUST623,Amy Brown,Home Office,PROD9860,Chair,Technology,South,Delhi,Mumbai,18,84.42,147.13,62.71,UPI,Cancelled,Second Class,25,Returned,No,49
ORD1375,23-08-2025,20-07-2025,CUST329,John Green,Home Office,PROD3143,Desk,Technology,South,Tamil Nadu,Amritsar,42,8282.28,9790.62,1508.34,Cash,Cancelled,First Class,27,Returned,No,14
